id,title,region,full_address,email,phone,about
633,The Mill on Leavenworth,Midtown,,sayhi@millcoffee.com,(402) 252-5588,"Small-batch organically roasted coffees, sandwiches, pastries and alcoholic beverages in a large but cozy remodeled space. Room for 130+ seats inside, 60 outside. A drive-thru window also serves to-go orders."
634,The Omaha Bakery,Northwest,"725 N 210th St, Elkhorn, NE 68022",info@theomahabakery.com,(402) 991-9200,"From the creative kitchen of the gourmet architect, Michelle Kaiser, comes the tasty Omaha Bakery. Baking across the country and building a celebrity fan base, Kaiser feels at home in Omaha and continues to craft masterful (and delicious) treats."
635,The Papillion Taco Guy,South of Metro,"110 N Washington St, Papillion, NE 68046",Thepapilliontacoguy@gmail.com,(402) 201-5987,"It's a small menu with big flavor. Choose from smoked chicken, pork or brisket tacos with sweet chili sauce and fresh pico. This popular food stand and mobile restaurant now has a bricks-and-mortar space in Papillion."
636,The Session Room,Downtown / Old Market,"812 N 14th St, Omaha, NE 68102",info@sessionroomomaha.com,(402) 342-4393,"The Session Room serves up craft beer and cocktails, and unique food like flatbreads and pizza cones in a cool, laid-back atmosphere. Also served: session beers, brews with lower alcohol content."
637,The Sojurn Cafe,Southwest,"7614 Main St, Ralston, NE 68127",thesojourncafe@gmail.com,(531) 466-3972,Start your morning with a tastey home-style breakfast. Chef Brad Groesser looks forward to sharing his gastronomic expertise during your stay with his favorite recipes from his own personal journey through life.
638,The Table Coffee Co.,Downtown / Old Market,"1118 Howard St, Omaha, NE 68102",,(402) 990-0255,"The Table is a coffee shop that offers brewed, blended, iced, flavored, and specialty coffee drinks. We invite you to come in, have a great cup, enjoy the warm and inviting atmosphere, and meet new friends."
639,The Terrace,Western Iowa,"4201 River’s Edge Pkwy, Suite 100, Council Bluffs, IA 51501",theterrace@triviumlifeservices.org,(712) 256-2300,"This social enterprise cafe in Council Bluffs empowers people with disabilities with employment and serves fresh coffee, breakfast, lunch, mocktails, cocktails, beer and wine."
640,The Verdict,Downtown / Old Market,"1901 Harney St, Omaha, NE 68102",,(402) 999-8336,"The Verdict is an urban contemporary bar, restaurant, and lounge designed to appeal to the areas professional workers and residents."
641,The Verdict,Downtown / Old Market,"1901 Harney St, Omaha, NE 68102",,(402) 999-8336,"The Verdict is an urban contemporary bar, restaurant, and lounge designed to appeal to the areas professional workers and residents."
642,The Warehouse Casual Grille & Drinkery,Northwest,"15835 CW Hadan Dr, Bennington, NE 68007",info@benningtonwarehouse.com,(402) 238-3000,"The Warehouse is a locally owned family restaurant and bar located in downtown Bennington. Featuring a menu filled with delicious homemade selections, 1/2 pound Angus Burgers, pizza, and steaks - The Warehouse is sure to please all appetites."
643,The WestEnd,Southwest,"1529 S 203rd St Suite 1, Omaha, NE 68130",thewestendomaha@gmail.com,(402) 502-1884,"The WestEnd is a business casual lounge featuring gourmet appetizers, craft cocktails, ice-cold beers, and weekend brunch."
644,Therapy Bar & Grill,Southwest,"5059 S 108th St, Omaha, NE 68137",therapybar108@gmail.com,(402) 933-3669,"Everyone needs a little therapy and Therapy Bar and Grill specializes in a varity of ""treatments."" Group Therapy (happy hour), Music Therapy (live performances), Food Therapy (limited menu), and Liquid Therapy (signature drink specials nightly)."
645,Thirst-Tea Cafe,Midtown,"200 S 31st Ave #4105, Omaha, NE 68131",info@thirstteacafe.com,(402) 932-8288,"Enjoy a variety of teas including flavor infused drinks such as passion fruit Jasmine and Matcha milky teas.  A variety of 'toppings' allow you to customize your drink - try the signature boba, sweet and chewy tapioca pearls."
646,Three Kids Lobster,Southwest,"5402 S 108th St, Omaha, NE 68137",Threekidslobster@gmail.com,,"Three Kids Lobster serves New England style lobster Rolls as a resident member of Trucks and Taps. Their lobster rolls are served on a New England style bun, with just enough mayo to bind high quality lobster meat. They then drizzle just a bit of warm brown butter over the top to accentuate that rich lobster flavor with just a bit of nuttiness."
647,Tiger Tom's Sports Pub,North Omaha,"7103 Military Ave, Omaha, NE 68104",,(402) 572-8400,"Tiger Tom's has been provides a wide selection of food, cocktails and televised sporting events."
648,Timber Creek Pizza Pub & Grill,Southwest,"6718 178th St, Omaha, NE 68135",,(402) 614-3464,Timber Creek Pizza is a neighborhood pizza restaurant and pub serving amazing food made from scratch with a combination of smokey and delicious flavors.
649,Timber Wood Fire Bistro,Southwest,"8702 Pacific St, Omaha, NE 68114",info@timberomaha.com,(402) 964-2227,"Enjoy delicious wood-fire cuisine in a warm atmosphere with communal style tables. Wood oven-baked sourdough bread with locally whipped butter begins every meal. From there, enjoy pissaladiere - French style pizza - or one of the many fresh-from-the-fire entrees."
650,Time Out Foods,North Omaha,"3518 N 30th St, Omaha, NE 68111",info@timeoutfoods.com,(402) 451-2622,"Time Out Foods is serving up some of the best food in Omaha. Crispy and moist fried chicken, crunchy crinkle fries, savory baked beans, and burgers so good you'll want to order two at a time."
651,Time to Rise and Shine Elkhorn,Northwest,"2611 N 204th St, Suite 102, Omaha, NE 68022",contact@riseandshineelkhorn.com,(531) 466-2753,"This cheerful breakfast, lunch and brunch spot in Elkhorn serves favorites like omelets, skillets, pancakes, sandwiches, salads and soups. Try a gooey cinnamon roll or a creamy plate of tres leches French toast."
652,Tiny House Bar,South Omaha,"1411 S 13th St, Omaha, NE 68108",,,A tavern in the form of a tiny house on 13th Street south of downtown Omaha.
653,Tired Texan BBQ,Southwest,"4702 S 108th St, Omaha, NE 68137",chip@tiredtexanbbq.com,(402) 991-9994,"Tired Texan BBQ smokes their meats in-house daily. Chip & Christine bring southern-family recipes to Omaha with a variety of meats, sides and dessert including homemade pork rinds and banana pudding."
654,Tixteco,South Omaha,"2203 S 16th St, Omaha, NE 68108",tixtecomexicanrestaurant@live.com,(402) 315-9766,"This family-run restaurant in South Omaha offers flavorful dishes in a casual, warm environment. Choose from a menu including tacos, tortas, burritos, tostadas, and fresh soups. Guests swear by the house margarita. Fresh juices and house-roasted coffee are also refreshing beverage options. If the weather is nice, enjoy the patio."
655,Trucks & Taps,Southwest,"5402 S 108th St, Omaha, NE 68137",trucksandtaps@gmail.com,,"T&T is based out of an old Sonic building on 108th & Q Street. The indoor area is used as a kitchen for 3 resident food trucks to cook out of, and also houses a full bar. The food trucks are parked around the perimeter of the building outside, so you can order food from any of the trucks, grab a drink from the bar window, and eat on the patio (or take food to go)!"
656,Tupelo Honey Southern Kitchen & Bar,Downtown / Old Market,"830 Harney St, Omaha, NE 68102",,(402) 210-2062,Southern dishes and libations served with a creative twist and a smile.
657,Tussey's Casual Grill,North Omaha,"9229 Mormon Bridge Rd, Omaha, NE 68152",us@tusseyscasualgrill.com,(402) 884-2288,"Serving lunch, dinner and Sunday brunch in a comfortable atmosphere.  Enjoy an original menu filled with familiar favorites cooked up with a Tussey twist!"
658,Twisted Cork Bistro,Southwest,"10730 Pacific St, Omaha, NE 68114",,(402) 932-1300,"Twisted Cork Bistro’s emphasis is on regional, seasonal, boldly flavored natural foods, handcrafted wines and ales. We buy from farmers, ranchers & fish-mongers who share our commitment to wholesome fare. People dedicated to the simple pleasures of creating delicious food the way it was intended ~ from the land and the sea. We’re strong believers in knowing exactly where our food comes from, so that when you enter Twisted Cork Bistro, you’ll know it too. We allow each ingredient to speak for itself while harmonizing with others. The result is food you’ll want to share, yet keep for yourself. Food isn’t about work. It is about the pure enjoyment of experiencing both the new and the familiar, and being surprised each and every time."
659,Umami,South of Metro,"1504 Galvin Rd S, Bellevue, NE 68005",umamibellevue@gmail.com,(402) 991-8822,"Chef Keen Zheng brings Chines, Japanese, hibachi, and Thai cuisines to Bellevue. Sake and a variety of cocktails are also available in the casual atmosphere."
660,Untamed Kitchen,Downtown / Old Market,"1421 Farnam St, Omaha, NE 68102",,(531) 466-2788,Serving healthy and adventurous food in downtown Omaha.
661,Urban Abbey,Downtown / Old Market,"1026 Jackson St, Omaha, NE 68102",urbanabbey@urbanabbeyomaha.com,(402) 898-7600,Coffee shop and church dedicated to great coffee and quality foods.
662,Varsity Sports Cafe - Bellevue,South of Metro,"3504 Samson Way, Bellevue, NE 68123",bellevue@varsityromancoinpizza.com,(402) 932-1944,Pizza and sports come together to form the perfect team at Varsity.  This local sports bar chain uses the freshest ingredients and homemade dough to create these popular pizzas.
663,Varsity Sports Cafe - Dundee,Central,"4900 Dodge St, Omaha, NE 68132",dundee@varsityromancoinpizza.com,(402) 934-9439,Pizza and sports come together to form the perfect team at Varsity. This local sports bar chain uses the freshest ingredients and homemade dough to create these popular pizzas.
664,Varsity Sports Cafe - Millard,Southwest,"14529 F St, Omaha, NE 68137",millard@varsityromancoinpizza.com,(402) 505-6660,Pizza and sports come together to form the perfect team at Varsity.  This local sports bar chain uses the freshest ingredients and homemade dough to create these popular pizzas.
665,Veg.Edible,Central,"2740 N 61st St, Omaha, NE 68104",eatvegedible@gmail.com,(402) 578-9538,"Located in the heart of Benson, Veg.Edible is a woman-owned takeout eatery serving favorite comfort food classics made vegan, gluten-free and nut-free (except coconut) with soy-free options."
666,Via Farina,Downtown / Old Market,"1108 10th St, Omaha, NE 68102",info@goviafarina.com,(402) 502-9880,"James Beard nominated executive chef, Paul Kulik, heads the wood-fired pizza and Italian kitchen. The Northern Italian style oven is built for a 3-minute bake time and various specialty dishes. Enjoy the Farm-to-Fork flavor."
667,Victor's Mexican Restaurant,South Omaha,"3223 Q St, Omaha, NE 68107",,(402) 260-8350,Truly authentic Mexican food served fresh and fast.
668,VIDA,Southwest,"3650 S 72nd St, Omaha, NE 68124",misty.paez@hilton.com,(402) 905-9414,VIDA Lounge & Restaurant is a modern restaurant with an upscale contemporary twist on casual dining. Watch the game on the large flat screen TVs while you enjoy a large selection of beers and hand-crafted drinks.
669,Vidlak's Brookside Cafe,Southwest,"15668 W Center Rd, Omaha, NE 68130",rogervidlak@gmail.com,(402) 330-0914,"Family owned and operated since 1996, Vidlak's offers delicious home-cooked dishes at very reasonable prices."
670,Virtuoso Pizzeria,Central,"6056 Maple St, Omaha, NE 68104",,(402) 556-9090,"In the bustling Benson neighborhood, Virtuoso is an artisan slice house serving up traditional New York-style pizza. Everything is prepared in-house and the convenient walk-up window means you can quickly grab your za and go!"
671,Vis Major Brewing,Central,"3501 Center St, Omaha, NE 68105",vismajorbrewing@gmail.com,(402) 884-4082,"Everyone is looking for a moment to reflect, to indulge, to separate from the events of the day. Vis Major Brewing creates beer and cocktails to create connections. The delicious and complex recipes leave people wanting more and hopefully inspires in them a desire to keep seeking out new connections and new experiences."
672,Vitality Bowls,Central,"1922 S 67th St, Omaha, NE 68106",aksarbenvillage@vitalitybowls.com,(402) 614-9323,"Vitality Bowls specializes in making delicious açaí bowls, which are a thick blend of the açaí berry topped with organic granola and a selection of superfood ingredients. Additional antioxidant-rich menu items include smoothies, fresh juices, soups, salads and panini."
673,Wayside Tavern,Northwest,"8503 Maple St, Omaha, NE 68134",,(402) 391-7162,A friendly neighborhood bar serving ice cold beverages and mouth-watering pizza.
674,WD Cravings,Northwest,"7110 N 102nd Cir, Omaha, NE 68122",wdcravingsomaha@gmail.com,(531) 466-3217,"An American patisserie, serving sweet French pastries, coffee, breakfast and brunch."
675,White House Bar & Grill,Northwest,"7768 Cass St, Omaha, NE 68114",,(402) 991-1222,Small-town bar feel right in the heart of the city.
676,Williamsburg Pizza,South of Metro,"16869 Audrey St, Omaha, NE 68136",,,"Williamsburg Pizza takes pride in bridging the old and the new. They use only the freshest ingredients in bold combinations to top traditionally prepared, award-winning dough. What comes out of the ovens is a pizza that’s made fresh and delicious, especially for you - how it should be."
677,Wine Cellar 510,,"7474 Towne Center Pkwy, Suite 105, Papillion, NE 68046",winecellar510@gmail.com,(402) 933-3836,This wine shop and wine bar specializes in wine grown from the best regions. Watch for discount nights for teachers and special events.
678,Yamato Sushi Train & Grill,Central,"7429 Pacific St, Omaha, NE 68114",Q1coa1314@hotmail.com,(402) 934-8898,"Fresh, beautiful sushi rolls, Japanese favorites, and more are served in a relaxed, modern space. Yamato Sushi is the first and only conveyor belt sushi restaurant in Nebraska."
679,Yireh's,South Omaha,"1920 Vinton St, Omaha, NE 68108",hi@yirehscafe.com,(531) 375-5816,"Enjoy the sunny ambiance of this cafe selling fresh brews, lattes, cortados and more. Tuck into a fresh pastry as you catch up with friends. Ellos tambien hablan español."
